,ResponseId,statement_1_applies,statement_2_applies,statement_3_applies,statement_4_applies,statement_5_applies,statement_6_applies,statement_7_applies,statement_8_applies,statement_9_applies,statement_10_applies
41,R_59taMm0IDP9Lgv6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
42,R_1frPwGV64wF5kF5,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
43,R_1frPwGV64wF5kF5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,R_3uq6Aop59f1GXiu,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
45,R_3uq6Aop59f1GXiu,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
46,R_6xEQT8ESM7M1U45,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,R_6xEQT8ESM7M1U45,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
48,R_3fJ1ghkaMafqcR7,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
49,R_3fJ1ghkaMafqcR7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
50,R_7VaP9ZZwlEdSsNd,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,R_7VaP9ZZwlEdSsNd,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
52,R_3NtwQQo8EVjP7JV,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
53,R_3NtwQQo8EVjP7JV,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
54,R_6oi0Y42XYBwMls5,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
55,R_6oi0Y42XYBwMls5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
56,R_6qaCsnC3Somc1b5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
57,R_6qaCsnC3Somc1b5,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,R_6HI0k79PaCekOKl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
59,R_6HI0k79PaCekOKl,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
60,R_6NJwVRppVEXdX9C,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,R_6NJwVRppVEXdX9C,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,R_7kVdTlH8rFi4rip,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
63,R_7kVdTlH8rFi4rip,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
64,R_3HvOS3sGESNegdi,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
65,R_3HvOS3sGESNegdi,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,R_50NMlCMsNPCTH8s,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
67,R_50NMlCMsNPCTH8s,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
68,R_7DuuWNTRVWGLElz,,,,,,,,,,
69,R_7DuuWNTRVWGLElz,,,,,,,,,,
70,R_7JqJi5pVOodteHF,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,R_7JqJi5pVOodteHF,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
72,R_73fOTIUlWPOxqSR,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
73,R_73fOTIUlWPOxqSR,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
74,R_1EAzGFiCAfItmi7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
75,R_1EAzGFiCAfItmi7,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,R_5E9PGGvtdFZ1jAC,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,R_5E9PGGvtdFZ1jAC,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78,R_1PbjfpBVN2q5Bot,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
79,R_1PbjfpBVN2q5Bot,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,R_5j6XCbMiLCDT3XO,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
81,R_5j6XCbMiLCDT3XO,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
82,R_7JEJkMlh3n5tNWQ,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,R_7JEJkMlh3n5tNWQ,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,R_3xV0sbestdwbFZG,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,R_3xV0sbestdwbFZG,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,R_12ynxvamlDWz8xo,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
87,R_12ynxvamlDWz8xo,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
88,R_1uE9P4WnAJ00fgP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
89,R_1uE9P4WnAJ00fgP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
90,R_6dWgSMS7eEABRUe,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,R_6dWgSMS7eEABRUe,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,R_1DhwLOsOqBpyS6E,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,R_1DhwLOsOqBpyS6E,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,R_6ho2iE5hUSLK7Sh,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
95,R_6ho2iE5hUSLK7Sh,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
96,R_1aykVSebCAaiBw9,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
97,R_1aykVSebCAaiBw9,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
98,R_1MSvJOIkbsWl7ms,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
99,R_1MSvJOIkbsWl7ms,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
100,R_7sjE4gOirRX7FKp,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
101,R_7sjE4gOirRX7FKp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
102,R_3D2oPGe6gOJuaFC,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
103,R_3D2oPGe6gOJuaFC,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,R_64vhfgr8UKLSATn,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,R_64vhfgr8UKLSATn,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
106,R_5wjma81Rr9urnFf,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,R_5wjma81Rr9urnFf,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,R_3riE65UQeEboE26,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,R_3riE65UQeEboE26,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,R_3qDvWBiEpNIDFZc,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
111,R_3qDvWBiEpNIDFZc,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,R_3NFmb4gaOoFAqfZ,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
113,R_3NFmb4gaOoFAqfZ,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,R_6qRC27Vzj4LyG53,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,R_6qRC27Vzj4LyG53,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
116,R_7TQMkx43SNP7ECV,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
117,R_7TQMkx43SNP7ECV,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
118,R_6DU5oK3RV6mm4KO,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,R_6DU5oK3RV6mm4KO,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
120,R_6PzEOAMX4S6ktdl,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
121,R_6PzEOAMX4S6ktdl,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
122,R_6Dewve0YxBx00p6,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,R_6Dewve0YxBx00p6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
124,R_67E8PyWwaXXVxWY,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,R_67E8PyWwaXXVxWY,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
126,R_1VSnULlj3yrC6Zz,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
127,R_1VSnULlj3yrC6Zz,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,R_1WqBo2tjrwj77Oh,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
129,R_1WqBo2tjrwj77Oh,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
130,R_5LqvdpRMmRZeqwp,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
131,R_5LqvdpRMmRZeqwp,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
132,R_1Pj0wzEbWM2CU6R,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,R_1Pj0wzEbWM2CU6R,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
134,R_61BkwnqDUVl03Ph,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,R_61BkwnqDUVl03Ph,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
136,R_10ZubH4uZ7D4bAM,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,R_10ZubH4uZ7D4bAM,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
138,R_7pQzq1KJVrqqP9C,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
139,R_7pQzq1KJVrqqP9C,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
140,R_75GuZm9k6D7nDog,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
141,R_75GuZm9k6D7nDog,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
142,R_1Km4D1xgk2awtYC,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
143,R_1Km4D1xgk2awtYC,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
144,R_6HGgQiEVdZ71rmV,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,R_6HGgQiEVdZ71rmV,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
146,R_7p0hT9ll2Gnnt0h,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
147,R_7p0hT9ll2Gnnt0h,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,R_6t7XvYY6eVKjwOZ,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,R_6t7XvYY6eVKjwOZ,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,R_5l0mWexRJlVlbLK,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,R_5l0mWexRJlVlbLK,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
152,R_1fZTJzIPXfr4SBe,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
153,R_1fZTJzIPXfr4SBe,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,R_6JEESvAfQxnfqdE,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
155,R_6JEESvAfQxnfqdE,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,R_68SVGz7lhHrlI5z,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
157,R_68SVGz7lhHrlI5z,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,R_67EZVpD58DoMACt,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
159,R_67EZVpD58DoMACt,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
160,R_78trwQV0UfI2e65,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
161,R_78trwQV0UfI2e65,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
162,R_3qfVkbc4z5ovMQe,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
163,R_3qfVkbc4z5ovMQe,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
164,R_1O1jhroRbnF1GrK,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
165,R_1O1jhroRbnF1GrK,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
166,R_7EbWNOOR3qLDRyJ,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,R_7EbWNOOR3qLDRyJ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
168,R_72GzonBJOwRkV3H,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
169,R_72GzonBJOwRkV3H,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
170,R_6e9P96dlnbrgNrI,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
171,R_6e9P96dlnbrgNrI,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
172,R_1qU3PnO9jr5F625,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
173,R_1qU3PnO9jr5F625,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
174,R_61FnQKfimOo0i9q,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,R_61FnQKfimOo0i9q,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
176,R_6RkcLtgdj9SdpLn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
177,R_6RkcLtgdj9SdpLn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
178,R_67yy2aDwvdQUyB9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
179,R_67yy2aDwvdQUyB9,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
180,R_58ZAokSGTnrSJUI,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
181,R_58ZAokSGTnrSJUI,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,R_71AZzMVdUVM8UyB,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,R_71AZzMVdUVM8UyB,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,R_31gy8MDr9M2l8XG,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,R_31gy8MDr9M2l8XG,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
186,R_32naY9eJGx6Gvno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
187,R_32naY9eJGx6Gvno,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
188,R_6xEFEykAS5oLioT,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
189,R_6xEFEykAS5oLioT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
190,R_1JFLRb7GCMC5P3i,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,R_1JFLRb7GCMC5P3i,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
192,R_6z724wZtG7EexqD,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,R_6z724wZtG7EexqD,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
194,R_3f3xjkp0wZzfh2t,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
195,R_3f3xjkp0wZzfh2t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
196,R_14Mi7To1J7t8t2y,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
197,R_14Mi7To1J7t8t2y,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
198,R_6zpbF0iOMnuOdT7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,R_6zpbF0iOMnuOdT7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
200,R_3E0ZHCYav0ee2fQ,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
201,R_3E0ZHCYav0ee2fQ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
202,R_3Mye2OAYjWF3KEh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
203,R_3Mye2OAYjWF3KEh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
204,R_1PhZPzxIBSSXX6p,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
205,R_1PhZPzxIBSSXX6p,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
206,R_32vqT4jlO4Z6sc9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
207,R_32vqT4jlO4Z6sc9,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
208,R_7u8gABZxwlpBfB7,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
209,R_7u8gABZxwlpBfB7,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
210,R_77cXUQit9UKgeHz,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
211,R_77cXUQit9UKgeHz,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
212,R_1FJsQMBgS1TcWDr,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
213,R_1FJsQMBgS1TcWDr,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
214,R_5NK6BUBXjNGfhxg,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
215,R_5NK6BUBXjNGfhxg,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
216,R_5UxPCNdL2lI5KfL,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
217,R_5UxPCNdL2lI5KfL,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,R_1EuztkuNjyYYytj,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
219,R_1EuztkuNjyYYytj,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
220,R_5BeocUBnAvzI8rd,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
221,R_5BeocUBnAvzI8rd,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
222,R_6QOl5XlrDk3ZYqZ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
223,R_6QOl5XlrDk3ZYqZ,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,R_3f1JKNo74BZRKS0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
225,R_3f1JKNo74BZRKS0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
226,R_6jKhbPSp9xWM6K1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,R_6jKhbPSp9xWM6K1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
228,R_6KPZPSDj2juYdBH,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
229,R_6KPZPSDj2juYdBH,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
230,R_5yP2OX4O5Nbo3i9,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,R_5yP2OX4O5Nbo3i9,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
232,R_1qa6gbfSE1tayyA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
233,R_1qa6gbfSE1tayyA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
